"V1","V2"
308.15,1
309.41,1
310.67,1
311.93,1
313.19,1
314.45,1
315.71,1
316.97,1
318.23,1
319.49,1
320.75,1
322.01,1
323.27,1
324.53,1
325.79,1
327.05,1
328.31,1
329.57,1
330.83,1
332.09,1
333.35,1
334.61,1
335.87,1
337.13,1
338.39,1
339.65,1
340.91,1
342.17,1
343.43,1
344.69,1
345.95,1
347.21,1
348.47,1
349.73,1
350.99,1
352.25,1
353.51,1
354.77,1
356.03,1
357.29,1
358.55,1
359.81,1
361.07,1
362.33,1
363.59,1
364.85,1
366.11,1
367.37,1
368.63,1
369.89,1
371.15,1
372.41,1
373.67,1
374.93,1
376.19,1
377.45,1
378.71,1
379.97,1
381.23,1
382.49,1
383.75,1
385.01,1
386.27,1
387.53,1
388.79,1
390.05,1
391.31,1
392.57,1
393.83,1
395.09,1
396.35,1
397.61,1
398.87,1
400.13,1
401.39,1
402.65,1
403.91,1
405.17,1
406.43,1
407.69,1
408.95,1
410.21,1
411.47,1
412.73,1
413.99,1
415.25,1
416.51,1
417.77,1
419.03,1
420.29,1
421.55,1
422.81,1
424.07,1
425.33,1
426.59,3
427.85,3
429.11,3
430.37,6
431.63,6
432.89,8
434.15,11
435.41,12
436.67,15
437.93,18
439.19,19
440.45,23
441.71,27
442.97,28
444.23,30
445.49,35
446.75,38
448.01,39
449.27,43
450.53,45
451.79,48
453.05,51
454.31,54
455.57,56
456.83,58
458.09,63
459.35,67
460.61,71
461.87,76
463.13,82
464.39,87
465.65,99
466.91,109
468.17,127
469.43,140
470.69,158
471.95,179
473.21,194
474.47,218
475.73,247
476.99,269
478.25,295
479.51,316
480.77,342
482.03,370
483.29,390
484.55,409
485.81,424
487.07,432
488.33,440
489.59,448
490.85,453
492.11,450
493.37,451
494.63,448
495.89,455
497.15,458
498.41,459
499.67,469
500.93,481
502.19,492
503.45,506
504.71,514
505.97,525
507.23,527
508.49,517
509.75,503
511.01,478
512.27,445
513.53,405
514.79,364
516.05,309
517.31,263
518.57,208
519.83,161
521.09,124
522.35,91
523.61,61
524.87,40
526.13,25
527.39,15
528.65,10
529.91,5
531.17,4
532.43,2
533.69,1
534.95,1
536.21,1
537.47,1
538.73,1
539.99,1
541.25,1
542.51,1
543.77,1
545.03,1
546.29,1
547.55,1
548.81,1
550.07,1
551.33,1
552.59,1
553.85,1
555.11,1
556.37,1
557.63,1
558.89,1
