"V1","V2"
308.15,1
309.41,1
310.67,1
311.93,1
313.19,1
314.45,1
315.71,1
316.97,1
318.23,1
319.49,1
320.75,1
322.01,1
323.27,1
324.53,1
325.79,1
327.05,1
328.31,1
329.57,1
330.83,1
332.09,1
333.35,1
334.61,1
335.87,1
337.13,1
338.39,1
339.65,1
340.91,2
342.17,2
343.43,3
344.69,5
345.95,6
347.21,7
348.47,7
349.73,9
350.99,8
352.25,10
353.51,10
354.77,11
356.03,11
357.29,10
358.55,10
359.81,10
361.07,7
362.33,9
363.59,8
364.85,7
366.11,6
367.37,5
368.63,5
369.89,3
371.15,3
372.41,5
373.67,3
374.93,4
376.19,5
377.45,7
378.71,7
379.97,10
381.23,11
382.49,15
383.75,16
385.01,20
386.27,24
387.53,27
388.79,32
390.05,37
391.31,42
392.57,48
393.83,55
395.09,61
396.35,68
397.61,77
398.87,86
400.13,94
401.39,105
402.65,114
403.91,128
405.17,136
406.43,146
407.69,154
408.95,160
410.21,168
411.47,173
412.73,172
413.99,173
415.25,169
416.51,165
417.77,157
419.03,146
420.29,134
421.55,124
422.81,111
424.07,98
425.33,88
426.59,82
427.85,76
429.11,73
430.37,73
431.63,74
432.89,80
434.15,83
435.41,89
436.67,97
437.93,103
439.19,115
440.45,127
441.71,134
442.97,145
444.23,155
445.49,168
446.75,180
448.01,188
449.27,196
450.53,204
451.79,209
453.05,210
454.31,214
455.57,219
456.83,218
458.09,215
459.35,212
460.61,210
461.87,207
463.13,206
464.39,201
465.65,203
466.91,205
468.17,210
469.43,215
470.69,221
471.95,229
473.21,238
474.47,245
475.73,258
476.99,268
478.25,274
479.51,282
480.77,291
482.03,299
483.29,309
484.55,315
485.81,324
487.07,322
488.33,327
489.59,334
490.85,339
492.11,342
493.37,351
494.63,355
495.89,365
497.15,376
498.41,391
499.67,402
500.93,414
502.19,431
503.45,449
504.71,460
505.97,468
507.23,466
508.49,463
509.75,446
511.01,427
512.27,390
513.53,354
514.79,313
516.05,273
517.31,223
518.57,177
519.83,135
521.09,99
522.35,73
523.61,50
524.87,30
526.13,19
527.39,11
528.65,7
529.91,4
531.17,2
532.43,2
533.69,1
534.95,1
536.21,1
537.47,1
538.73,1
539.99,1
541.25,1
542.51,1
543.77,1
545.03,1
546.29,1
547.55,1
548.81,1
550.07,1
551.33,1
552.59,1
553.85,1
555.11,2
556.37,2
557.63,2
558.89,2
