"V2","V3"
314.65,25
316.25,28
317.75,31
319.25,36
320.55,41
322.05,48
324.25,56
325.35,66
326.65,78
327.95,92
329.65,108
331.05,125
332.45,146
334.15,170
335.55,196
337.15,224
338.35,255
339.95,290
341.55,327
343.05,369
344.55,413
345.95,462
347.55,516
348.95,581
350.65,656
352.35,746
353.75,850
354.35,976
356.15,1129
357.85,1306
359.45,1517
361.45,1759
363.05,2047
364.45,2373
365.95,2743
367.35,3168
368.85,3639
370.45,4165
371.85,4737
373.45,5367
375.05,6049
376.45,6744
378.05,7448
379.25,8181
380.85,8881
382.35,9553
384.85,10165
385.85,10646
387.05,10981
388.35,11135
389.65,11060
391.15,10824
392.65,10403
394.25,9818
395.65,9143
397.35,8459
398.75,7795
399.95,7282
401.65,6988
403.05,6947
404.65,7156
405.95,7586
407.55,8211
409.25,8995
410.75,9936
412.05,10990
413.95,12077
415.35,13255
415.95,14529
417.55,15892
419.15,17228
420.95,18513
422.55,19767
424.25,20896
425.95,21865
427.65,22538
429.15,22920
430.55,22978
432.25,22779
433.65,22204
435.25,21361
436.55,20519
438.05,19600
439.55,18763
441.05,18084
442.75,17699
444.15,17697
445.45,17992
446.95,18734
449.05,19709
450.55,20776
451.75,22177
453.15,23733
454.25,25519
455.75,27384
457.25,29124
458.75,30976
460.45,32709
461.75,33974
463.15,35040
464.65,35971
466.15,36529
467.85,36973
469.45,37433
470.85,38116
471.05,39002
472.95,40481
474.55,42657
476.45,45308
478.15,48490
480.05,52100
481.65,55532
483.15,58727
484.65,61583
486.35,63635
487.85,64476
489.25,63689
490.75,61259
492.25,57206
493.75,52163
495.25,45927
496.65,39060
498.15,32192
499.45,25927
502.05,20561
503.15,16439
504.85,13514
506.05,11554
507.25,10378
508.35,9620
509.95,9093
511.35,8708
512.95,8387
514.45,8030
515.95,7697
517.35,7356
518.65,7082
520.25,6904
521.75,6838
523.05,6845
524.75,6907
526.25,6980
527.85,7008
529.25,7030
530.75,7067
532.35,7084
533.95,7120
534.25,7149
535.75,7186
537.45,7272
539.15,7355
540.75,7449
542.15,7551
543.75,7664
545.55,7812
546.85,7940
548.55,8097
550.15,8213
551.85,8325
553.35,8407
554.95,8440
556.65,8427
558.45,8334
559.65,8194
561.45,7990
562.85,7719
564.55,7408
565.85,7046
567.25,6671
568.65,6288
570.35,5868
571.85,5474
573.45,5143
574.85,4810
576.45,4534
577.75,4327
579.25,4156
580.75,4050
582.45,3978
583.75,3910
585.35,3845
586.95,3776
588.35,3703
589.85,3603
591.35,3479
592.75,3323
594.25,3159
595.55,2990
597.25,2827
598.65,2688
601.35,2567
602.65,2461
604.15,2374
605.45,2308
607.15,2256
608.65,2202
610.15,2155
611.55,2111
613.05,2045
614.55,1974
615.95,1901
617.45,1815
618.85,1718
620.25,1612
621.65,1501
622.95,1395
624.35,1290
625.65,1189
627.25,1098
628.65,1012
630.15,933
631.65,864
633.05,803
634.55,743
636.15,685
637.45,635
638.85,587
640.25,541
641.75,500
643.25,463
644.75,426
646.25,393
647.85,361
649.25,331
650.85,305
652.05,277
653.75,253
655.15,229
656.75,208
658.15,189
659.75,169
661.15,152
662.65,138
664.05,123
665.55,112
666.85,101
668.55,92
669.95,85
671.45,78
