"V1","V2"
308.15,22
309.41,18
310.67,15
311.93,12
313.19,8
314.45,26
315.71,17
316.97,11
318.23,11
319.49,11
320.75,13
322.01,9
323.27,7
324.53,13
325.79,13
327.05,40
328.31,36
329.57,33
330.83,25
332.09,14
333.35,22
334.61,26
335.87,33
337.13,31
338.39,26
339.65,20
340.91,21
342.17,34
343.43,29
344.69,19
345.95,17
347.21,12
348.47,11
349.73,16
350.99,21
352.25,23
353.51,18
354.77,16
356.03,19
357.29,18
358.55,19
359.81,18
361.07,17
362.33,15
363.59,18
364.85,21
366.11,16
367.37,15
368.63,86
369.89,48
371.15,29
372.41,32
373.67,26
374.93,31
376.19,31
377.45,35
378.71,33
379.97,36
381.23,36
382.49,34
383.75,38
385.01,67
386.27,53
387.53,46
388.79,58
390.05,68
391.31,75
392.57,73
393.83,74
395.09,87
396.35,112
397.61,138
398.87,117
400.13,125
401.39,135
402.65,137
403.91,149
405.17,155
406.43,178
407.69,189
408.95,201
410.21,200
411.47,198
412.73,206
413.99,224
415.25,215
416.51,213
417.77,211
419.03,207
420.29,187
421.55,172
422.81,155
424.07,141
425.33,145
426.59,147
427.85,129
429.11,110
430.37,111
431.63,124
432.89,121
434.15,125
435.41,117
436.67,129
437.93,141
439.19,142
440.45,151
441.71,145
442.97,160
444.23,176
445.49,190
446.75,199
448.01,217
449.27,233
450.53,248
451.79,250
453.05,262
454.31,258
455.57,265
456.83,270
458.09,266
459.35,261
460.61,261
461.87,263
463.13,242
464.39,239
465.65,248
466.91,246
468.17,250
469.43,254
470.69,263
471.95,256
473.21,246
474.47,263
475.73,287
476.99,303
478.25,307
479.51,307
480.77,322
482.03,320
483.29,331
484.55,342
485.81,335
487.07,329
488.33,351
489.59,380
490.85,389
492.11,395
493.37,382
494.63,364
495.89,364
497.15,373
498.41,387
499.67,397
500.93,418
502.19,466
503.45,461
504.71,454
505.97,473
507.23,474
508.49,474
509.75,476
511.01,440
512.27,407
513.53,402
514.79,382
516.05,347
517.31,302
518.57,243
519.83,195
521.09,157
522.35,121
523.61,97
524.87,75
526.13,58
527.39,53
528.65,50
529.91,49
531.17,38
532.43,40
533.69,46
534.95,49
536.21,45
537.47,44
538.73,46
539.99,47
541.25,53
542.51,53
543.77,52
545.03,53
546.29,59
547.55,69
548.81,77
550.07,79
551.33,86
552.59,86
553.85,102
555.11,99
556.37,107
557.63,103
558.89,97
