"V1","V2"
308.15,1
309.41,1
310.67,1
311.93,1
313.19,1
314.45,1
315.71,1
316.97,1
318.23,1
319.49,1
320.75,1
322.01,1
323.27,1
324.53,1
325.79,1
327.05,1
328.31,1
329.57,1
330.83,1
332.09,1
333.35,1
334.61,2
335.87,3
337.13,3
338.39,4
339.65,6
340.91,7
342.17,7
343.43,10
344.69,11
345.95,12
347.21,14
348.47,15
349.73,17
350.99,17
352.25,18
353.51,19
354.77,20
356.03,20
357.29,20
358.55,20
359.81,22
361.07,20
362.33,18
363.59,17
364.85,16
366.11,15
367.37,13
368.63,11
369.89,9
371.15,9
372.41,7
373.67,6
374.93,6
376.19,5
377.45,5
378.71,7
379.97,8
381.23,7
382.49,10
383.75,14
385.01,16
386.27,19
387.53,21
388.79,24
390.05,28
391.31,33
392.57,39
393.83,41
395.09,48
396.35,56
397.61,64
398.87,72
400.13,79
401.39,89
402.65,99
403.91,109
405.17,121
406.43,130
407.69,138
408.95,150
410.21,159
411.47,169
412.73,176
413.99,177
415.25,181
416.51,179
417.77,177
419.03,170
420.29,166
421.55,155
422.81,145
424.07,129
425.33,116
426.59,103
427.85,90
429.11,84
430.37,80
431.63,75
432.89,75
434.15,78
435.41,81
436.67,86
437.93,94
439.19,103
440.45,112
441.71,123
442.97,130
444.23,142
445.49,155
446.75,167
448.01,176
449.27,188
450.53,201
451.79,206
453.05,214
454.31,220
455.57,223
456.83,227
458.09,227
459.35,225
460.61,224
461.87,219
463.13,218
464.39,214
465.65,210
466.91,211
468.17,211
469.43,215
470.69,217
471.95,227
473.21,230
474.47,240
475.73,248
476.99,262
478.25,270
479.51,281
480.77,289
482.03,299
483.29,309
484.55,322
485.81,325
487.07,330
488.33,336
489.59,342
490.85,347
492.11,351
493.37,356
494.63,361
495.89,367
497.15,374
498.41,385
499.67,397
500.93,407
502.19,427
503.45,444
504.71,461
505.97,472
507.23,483
508.49,489
509.75,491
511.01,487
512.27,470
513.53,442
514.79,413
516.05,372
517.31,326
518.57,280
519.83,226
521.09,183
522.35,142
523.61,102
524.87,71
526.13,47
527.39,28
528.65,19
529.91,11
531.17,9
532.43,6
533.69,2
534.95,2
536.21,2
537.47,1
538.73,1
539.99,1
541.25,1
542.51,1
543.77,1
545.03,1
546.29,1
547.55,1
548.81,1
550.07,1
551.33,1
552.59,2
553.85,2
555.11,2
556.37,2
557.63,2
558.89,2
