"V1","V2"
273,40
274,48
275,28
276,42
277,41
278,30
279,47
280,46
281,39
282,43
283,39
284,31
285,34
286,41
287,38
288,38
289,47
290,37
291,41
292,40
293,38
294,42
295,35
296,48
297,44
298,45
299,36
300,44
301,46
302,45
303,55
304,52
305,61
306,67
307,73
308,99
309,105
310,102
311,125
312,152
313,149
314,162
315,181
316,195
317,196
318,223
319,243
320,260
321,264
322,276
323,332
324,367
325,375
326,404
327,423
328,432
329,458
330,447
331,496
332,587
333,582
334,589
335,589
336,642
337,644
338,667
339,751
340,748
341,820
342,848
343,880
344,903
345,964
346,961
347,1065
348,1024
349,1173
350,1102
351,1229
352,1245
353,1209
354,1248
355,1273
356,1328
357,1312
358,1414
359,1464
360,1461
361,1573
362,1481
363,1437
364,1508
365,1565
366,1553
367,1483
368,1546
369,1544
370,1533
371,1460
372,1408
373,1450
374,1409
375,1348
376,1330
377,1306
378,1328
379,1288
380,1139
381,1143
382,1082
383,1061
384,1006
385,1007
386,933
387,941
388,917
389,889
390,798
391,801
392,801
393,772
394,705
395,689
396,671
397,639
398,619
399,576
400,514
401,498
402,512
403,487
404,427
405,458
406,400
407,436
408,377
409,348
410,356
411,285
412,325
413,263
414,264
415,244
416,239
417,252
418,240
419,219
420,233
421,182
422,198
423,183
424,145
425,167
426,173
427,149
428,169
429,149
430,122
431,130
432,134
433,147
434,141
435,129
436,137
437,131
438,154
439,113
440,104
441,137
442,118
443,122
444,130
445,125
446,130
447,115
448,132
449,121
450,129
451,118
452,136
453,134
454,111
455,133
456,117
457,124
458,111
459,120
460,151
461,121
462,155
463,147
464,153
465,148
466,124
467,139
468,115
469,130
470,120
471,148
472,132
473,156
474,161
475,153
476,148
477,168
478,145
479,161
480,181
481,150
482,185
483,177
484,190
485,196
486,205
487,194
488,206
489,223
490,244
491,223
492,200
493,246
494,251
495,268
496,314
497,279
498,313
499,345
500,329
501,343
502,375
503,331
504,409
505,416
506,405
507,419
508,461
509,480
510,494
511,516
512,572
513,585
514,584
515,617
516,630
517,666
518,649
519,756
520,768
521,799
522,861
523,758
524,881
525,842
526,931
527,952
528,968
529,1050
530,1094
531,1030
532,1151
533,1133
534,1288
535,1200
536,1269
537,1296
538,1335
539,1387
540,1417
541,1390
542,1480
543,1481
544,1520
545,1598
546,1635
547,1626
548,1659
549,1756
550,1670
551,1719
552,1669
553,1669
554,1765
555,1734
556,1671
557,1703
558,1709
559,1673
560,1664
561,1734
562,1652
563,1628
564,1624
565,1561
566,1513
567,1516
568,1520
569,1508
570,1475
571,1443
572,1388
573,1373
574,1331
575,1276
576,1266
577,1275
578,1296
579,1215
580,1174
581,1155
582,1154
583,1066
584,1080
585,1106
586,973
587,1035
588,993
589,1036
590,987
591,967
592,938
593,925
594,902
595,901
596,886
597,800
598,868
599,871
600,854
601,873
602,813
603,843
604,795
605,756
606,814
607,745
608,743
609,755
610,692
611,701
612,700
613,643
614,659
615,645
616,659
617,657
618,638
619,653
620,597
621,642
622,610
623,600
624,585
625,563
626,609
627,559
628,614
629,597
630,554
631,576
632,556
633,539
634,561
635,531
636,515
637,519
638,529
639,511
640,502
641,512
642,459
643,533
644,517
645,477
646,525
647,518
648,504
649,541
650,546
651,510
652,559
653,487
654,534
655,459
656,504
657,527
658,521
659,498
660,561
661,534
662,578
663,546
664,530
665,557
666,591
667,571
668,560
669,613
670,583
671,609
672,597
673,669
674,622
675,651
676,673
677,658
678,682
679,713
680,695
681,730
682,698
683,739
684,719
685,788
686,808
687,832
688,806
689,783
690,809
691,814
692,838
693,915
694,916
695,912
696,948
697,898
698,1008
699,981
700,954
701,1016
702,1028
703,1062
704,1116
705,1138
706,1171
707,1169
708,1116
709,1173
710,1226
711,1237
712,1226
713,1242
714,1329
715,1325
716,1373
717,1389
718,1516
719,1434
720,1522
721,1524
722,1582
723,1540
724,1606
725,1655
726,1643
727,1677
728,1697
729,1701
730,1689
731,1777
732,1780
733,1797
734,1855
735,1879
736,1818
737,1911
738,2012
739,2011
740,2006
741,2058
742,1985
743,2079
744,2107
745,2154
746,2126
747,2188
748,2198
749,2303
750,2182
751,2225
752,2249
753,2291
754,2330
755,2257
756,2354
757,2371
758,2337
759,2400
760,2335
761,2484
762,2442
763,2481
764,2293
765,2363
766,2460
767,2440
768,2485
769,2402
770,2425
771,2523
772,2480
